ID,Year,Course Letter,Course Number,Course Code,Course Title,Points,Responses,Enrolled,Low Sample,Q1: Well-organised,Q1 Rank,Q2: Clear communication,Q2 Rank,Q3: Assessment helped,Q3 Rank,Q4: Helpful feedback,Q4 Rank,Q5: Workload (3=ideal),Q5 Rank,Q6: Understanding,Q6 Rank,Q7: Interest,Q7 Rank,Q8: Valuable,Q8 Rank,Q9: Overall quality,Q9 Rank
339,2016,PUBL,209,PUBL209,Introduction to Public Economics,15,6,20,True,1.3,top10,1.5,top10,1.3,top10,2.5,top10,2.5,top10,1.5,top10,1,top10,1.3,top10,1.5,top10
340,2016,PUBL,210,PUBL210,Policy Analysis Methods and Practice,20,16,84,True,2.1,top10,1.8,top10,1.8,top10,2.4,top10,2.7,top10,1.9,top10,2.2,top10,1.9,top10,2.3,top10
341,2016,PUBL,211,PUBL211,Public Management,20,21,42,False,2,top10,1.5,top10,1.9,top10,2.5,top10,2.8,top10,2.1,top10,2.4,top10,2.1,top10,2.2,top10
342,2016,PUBL,303,PUBL303,Economic Policy,20,5,13,True,2,top10,2,top10,1.8,top10,2.8,top10,3,top10,2.3,top10,3.3,top10,2.3,top10,3,top10
343,2016,PUBL,304,PUBL304,Cabinet Government / Te Rūnanga o Te Kāwanatanga,20,9,70,True,1.9,top10,1.6,top10,2,top10,1.8,top10,2.9,top10,1.8,top10,2,top10,1.8,top10,2,top10
344,2016,PUBL,307,PUBL307,Environmental Policy and Governance,20,7,18,True,1.8,top10,1.4,top10,1.4,top10,1.7,top10,1.8,top10,1.7,top10,2.3,top10,1.7,top10,2.7,top10
345,2016,PUBL,310,PUBL310,Complexity and Collaboration in Public Policy,20,16,65,False,2.3,top10,2,top10,2.2,top10,2.4,top10,2.9,top10,2.2,top10,2.4,top10,2.2,top10,2.7,top10
346,2016,PUBL,311,PUBL311,Critical Thinking in Policy and Management,20,11,13,False,1.4,top10,1.1,top10,1.3,top10,1.4,top10,3.1,top10,1.4,top10,1.2,top10,1.1,top10,1.2,top10
347,2016,QUAN,102,QUAN102,Introductory Applied Statistics for Business,15,86,671,True,1.4,top10,1.4,top10,1.3,top10,2.1,top10,3,top10,1.9,top10,2.8,top10,2.1,top10,2,top10
348,2016,QUAN,111,QUAN111,Mathematics for Economics and Finance,15,93,526,True,1.4,top10,1.4,top10,1.6,top10,2.4,top10,2.9,top10,1.8,top10,2.4,top10,1.8,top10,2,top10
349,2016,QUAN,201,QUAN201,Introduction to Econometrics,15,50,98,False,1.8,top10,1.8,top10,2.3,top10,2.7,top10,3.2,top10,1.8,top10,2.7,top10,1.9,top10,2.2,top10
350,2016,RELI,108,RELI108,The World's Religions,20,28,91,False,1.4,top10,1.6,top10,1.7,top10,1.9,top10,3,top10,1.5,top10,1.7,top10,1.7,top10,1.5,top10
351,2016,RELI,113,RELI113,How to Think About Religion,20,21,123,True,2,top10,2,top10,1.9,top10,2,top10,2.7,top10,1.9,top10,2.1,top10,2.1,top10,2.4,top10
352,2016,RELI,221,RELI221,"Politics, Law and Religion",20,16,40,False,1.6,top10,1.6,top10,1.9,top10,1.7,top10,2.8,top10,1.6,top10,1.4,top10,1.4,top10,1.5,top10
353,2016,RELI,335,RELI335,Arguing About Religion,20,8,30,True,1.5,top10,1.1,top10,1.7,top10,2,top10,3,top10,1.9,top10,2.5,top10,2,top10,2.5,top10
354,2016,SARC,112,SARC112,Design Processes / Ngā Tukanga,15,31,256,True,2.3,top10,2.7,top10,2,top10,2,top10,2.9,top10,1.9,top10,1.9,top10,1.8,top10,2.1,top10
355,2016,SARC,121,SARC121,Introduction to Built Environment Technology / He Tīmatanga Kōrero mō Ngā Whare Hangahanga,15,34,290,True,2,top10,1.8,top10,2,top10,3,top10,2.9,top10,1.8,top10,2.7,top10,1.7,top10,2.4,top10
356,2016,SARC,122,SARC122,Introduction to Environmental Design Sciences/ He Timatanga Kōrero mō te Taiao Hoahoa,15,39,249,True,1.3,top10,1.3,top10,1.4,top10,2.2,top10,2.9,top10,1.9,top10,2.6,top10,1.8,top10,1.9,top10
357,2016,SARC,151,SARC151,Introduction to Design History and Theory / He Tīmatanga Kōrero mō Ngā Kōrero Tuku Iho i te ao Whakarākei,15,113,315,False,1.9,top10,1.4,top10,1.6,top10,2.3,top10,3,top10,1.7,top10,2.2,top10,1.8,top10,2.1,top10
358,2016,SARC,162,SARC162,Design Communication / Te Whakarākei me te Mahi Ngātahi,15,34,284,True,1.5,top10,1.3,top10,1.3,top10,2.1,top10,2.4,top10,1.5,top10,2.4,top10,1.6,top10,1.9,top10
359,2016,SARC,221,SARC221,Building Materials and Construction / Te Waihanga me ngā Momo Rauemi,15,29,194,True,1.3,top10,1.3,top10,1.6,top10,1.8,top10,2.9,top10,1.6,top10,1.9,top10,1.3,top10,1.7,top10
360,2016,SARC,223,SARC223,Human Environmental Science / Te Āhurutanga o te Taiao,15,11,149,True,4.2,top10,3.7,top10,4.6,top10,4,top10,1.2,top10,4.7,top10,4.8,top10,3.8,top10,4.7,top10
361,2016,SARC,224,SARC224,Fire Safety Design / Te Tinihanga a Mahuika,15,8,14,True,1.2,top10,1.2,top10,1.7,top10,1.7,top10,2.9,top10,1.3,top10,1.8,top10,1.3,top10,1.8,top10
362,2016,SARC,261,SARC261,Communication / Ngā Kaupapa Hangarau,15,3,45,True,1.3,top10,1,top10,1,top10,1,top10,3,top10,1.3,top10,1.3,top10,1.3,top10,1,top10
363,2016,SARC,321,SARC321,Construction / Te Mahi Waihanga,15,5,182,True,1.3,top10,1.7,top10,1.3,top10,3,top10,3,top10,1.3,top10,1.1,top10,1.1,top10,2,top10
364,2016,SARC,351,SARC351,Urban Design Theory and Practice / Te Mahi me ngā Kōrero o te Ao Kikokiko,15,25,165,True,1.5,top10,1.3,top10,1.8,top10,2.2,top10,3,top10,1.5,top10,1.8,top10,1.8,top10,1.7,top10
365,2016,SARC,352,SARC352,Pacific Designed Environments / Ngā Taiao o Te Moana-nui-a-Kiwa,15,29,177,True,1.8,top10,1.3,top10,1.7,top10,1.9,top10,3.1,top10,1.4,top10,1.4,top10,1.4,top10,2,top10
366,2016,SARC,354,SARC354,Heritage Conservation / Ngā Mahi Tiaki i ngā Whare Whakaniko,15,5,8,True,1.3,top10,1.7,top10,1.1,top10,2.8,top10,3,top10,1.3,top10,1.3,top10,1.1,top10,1.9,top10
367,2016,SARC,362,SARC362,Introduction to Practice and Management / He Tīmatanga Kōrero mō Te Mahi me Te Whakahaere,15,37,244,True,1.9,top10,2.2,top10,1.4,top10,2.4,top10,2,top10,1.5,top10,2,top10,1.4,top10,2.2,top10
368,2016,SCIE,212,SCIE212,To be confirmed,15,8,81,True,1.5,top10,1.2,top10,1.2,top10,1.7,top10,2.9,top10,1.2,top10,1.2,top10,1.2,top10,1.5,top10
369,2016,SCIE,310,SCIE310,Innovation and Entrepreneurship in Science,20,13,30,False,1.6,top10,2.3,top10,1.4,top10,2,top10,3,top10,1.8,top10,2.6,top10,1.7,top10,2.3,top10
370,2016,SCIE,311,SCIE311,To be confirmed,15,6,16,True,1.8,top10,1.3,top10,1.3,top10,1.3,top10,3,top10,1.1,top10,1.8,top10,1.1,top10,1.5,top10
371,2016,SOSC,111,SOSC111,Sociology: Foundations and Concepts,20,33,295,True,1.5,top10,1.3,top10,1.5,top10,1.8,top10,3,top10,1.5,top10,1.7,top10,1.6,top10,1.6,top10
372,2016,SOSC,216,SOSC216,Everyday Life,20,8,28,True,1.9,top10,2,top10,1.8,top10,1.8,top10,2.9,top10,2.1,top10,2.3,top10,2,top10,2.7,top10
373,2016,SOSC,305,SOSC305,Social Organisation,20,10,47,False,3.5,top10,3.3,top10,2.5,top10,2.8,top10,3,top10,3.2,top10,4.2,top10,2.8,top10,3.5,top10
374,2016,SOSC,318,SOSC318,Social Movements and the State,20,9,45,True,1.1,top10,1,top10,1.1,top10,1.1,top10,3,top10,1.4,top10,1.4,top10,1.3,top10,1.4,top10
375,2016,SPOL,220,SPOL220,Comparative Welfare Regimes,20,6,33,True,1.5,top10,1.8,top10,1.1,top10,1.1,top10,3,top10,1,top10,1.3,top10,1.5,top10,1.5,top10
376,2016,STAT,193,STAT193,Statistics in Practice,15,9,123,True,1.4,top10,1.6,top10,1.4,top10,2.6,top10,2.8,top10,1.5,top10,2.8,top10,2.5,top10,2.3,top10
377,2016,STAT,292,STAT292,Applied Statistics,15,25,159,True,1.6,top10,1.2,top10,1.5,top10,1.9,top10,2.8,top10,1.8,top10,2.4,top10,1.7,top10,2.2,top10
378,2016,STAT,335,STAT335,Statistical Models for Actuarial Science,15,5,17,True,1.8,top10,1.9,top10,1.3,top10,1.8,top10,2.1,top10,2,top10,2.3,top10,2,top10,2.3,top10
379,2016,STAT,391,STAT391,Mathematical Methods for Applied Statistics,15,6,25,True,1.3,top10,1,top10,1.1,top10,1.3,top10,2.9,top10,1.3,top10,1.8,top10,1.3,top10,1.3,top10
380,2016,SWEN,221,SWEN221,Software Development,15,38,216,True,1.5,top10,1.3,top10,1.6,top10,2.1,top10,2.6,top10,1.9,top10,2,top10,1.5,top10,1.8,top10
381,2016,SWEN,301,SWEN301,Scalable Software Development,15,8,59,True,1.5,top10,1.5,top10,1.5,top10,2.2,top10,2.8,top10,2,top10,2.5,top10,2.5,top10,2.3,top10
382,2016,SWEN,303,SWEN303,User Experience Engineering,15,25,107,False,4.5,top10,4.7,top10,3.9,top10,4.5,top10,2.4,top10,4.2,top10,4.3,top10,3.3,top10,4.6,top10
383,2016,SWEN,304,SWEN304,Database System Engineering,15,11,106,True,1.4,top10,1.4,top10,1.3,top10,1.8,top10,2.8,top10,1.6,top10,2.8,top10,1.8,top10,2.3,top10
384,2016,SWEN,421,SWEN421,Formal Software Engineering,15,4,18,True,2.5,top10,2.5,top10,2.5,top10,2.5,top10,2.8,top10,2.5,top10,1.5,top10,2.2,top10,2.5,top10
385,2016,SWEN,423,SWEN423,"Design: Patterns, Frameworks and Languages",15,2,12,True,1.5,top10,1.5,top10,1.5,top10,2,top10,3,top10,1.5,top10,2,top10,1.5,top10,2,top10
386,2016,SWEN,430,SWEN430,Compiler Engineering,15,6,21,True,1.5,top10,1.3,top10,1.1,top10,3,top10,3,top10,1.5,top10,2,top10,1.5,top10,1.8,top10
387,2016,SWEN,432,SWEN432,Advanced Database Design and Implementation,15,10,12,False,1.3,top10,1.4,top10,1.5,top10,1.6,top10,2.8,top10,1.2,top10,1.3,top10,1.3,top10,1.8,top10
388,2016,SWEN,433,SWEN433,Web Information Systems Engineering,15,10,23,False,1.1,top10,1.2,top10,1.3,top10,1.9,top10,2.9,top10,1.7,top10,1.8,top10,1.3,top10,1.5,top10
389,2016,TAXN,201,TAXN201,Introduction to Taxation,15,21,226,True,2.1,top10,1.8,top10,1.9,top10,2.6,top10,2.9,top10,2,top10,2,top10,1.8,top10,2.2,top10
390,2016,TAXN,303,TAXN303,International Taxation 1,15,17,54,False,1.5,top10,1.4,top10,1.4,top10,1.7,top10,2.8,top10,1.4,top10,2,top10,1.4,top10,1.7,top10
391,2016,TAXN,305,TAXN305,Tax Policy,15,7,27,True,1.9,top10,1.8,top10,1.9,top10,2.5,top10,2.9,top10,1.4,top10,1.7,top10,1.8,top10,1.7,top10
392,2016,TCHG,102,TCHG102,Te Reo Māori 1: Hei Whaiora,15,3,10,True,1.3,top10,1.3,top10,1.8,top10,1.3,top10,3.3,top10,1.8,top10,2,top10,1.8,top10,2,top10
393,2016,TCHG,135,TCHG135,Learning Languages,15,3,10,True,1.3,top10,1.8,top10,1,top10,1,top10,3.3,top10,1.3,top10,1.3,top10,1.3,top10,2,top10
394,2016,TCHG,232,TCHG232,Numeracy,15,3,17,True,1.3,top10,1,top10,1.3,top10,1.3,top10,3,top10,1,top10,1,top10,1,top10,1.3,top10
395,2016,TCHG,236,TCHG236,Performing Arts Curriculum Study 1,15,1,3,True,1,top10,1,top10,1,top10,1,top10,3,top10,1,top10,1,top10,1,top10,1,top10
396,2016,THEA,101,THEA101,Te Whakaaturanga Mataora – The Live Act,20,22,177,True,1.7,top10,1.4,top10,1.6,top10,1.9,top10,3,top10,1.8,top10,2.1,top10,1.9,top10,2,top10
397,2016,THEA,204,THEA204,Tuhinga Whakaari – Performing Texts,20,23,54,False,1.7,top10,2,top10,1.6,top10,2,top10,2.9,top10,1.5,top10,1.3,top10,1.5,top10,1.8,top10
398,2016,THEA,211,THEA211,From Whare Tapere to the Globe: Theatre of Aotearoa/New Zealand,20,6,23,True,1.3,top10,1.5,top10,2,top10,2,top10,2.9,top10,1.8,top10,2.3,top10,1.5,top10,1.5,top10
399,2016,THEA,221,THEA221,Special Topic: Whakaari me te Whakaata: Advanced Performance for Stage and Screen,20,4,41,True,1,top10,1.2,top10,1.2,top10,2,top10,2.8,top10,1.2,top10,1.5,top10,1,top10,1.2,top10
400,2016,THEA,311,THEA311,Collaborative Production,30,9,18,True,2.1,top10,2.1,top10,1.6,top10,1.1,top10,3.1,top10,1,top10,1.1,top10,1,top10,1.4,top10
401,2016,THEA,321,THEA321,Special Topic: Theatre for Change,20,4,20,True,1.5,top10,1,top10,1.5,top10,1.5,top10,2.8,top10,1.2,top10,1.5,top10,1.2,top10,1.5,top10
402,2016,TOUR,101,TOUR101,Tourism in Aotearoa New Zealand,15,20,131,True,1.5,top10,1.7,top10,1.7,top10,1.8,top10,2.8,top10,1.8,top10,1.7,top10,1.6,top10,1.9,top10
403,2016,TOUR,320,TOUR320,Tourism Practicum,15,3,10,True,2,top10,2,top10,2,top10,2,top10,3,top10,2,top10,2,top10,2,top10,2,top10
404,2016,WRIT,203,WRIT203,Writing for Media,20,6,12,True,2.1,top10,2.5,top10,1.3,top10,1.3,top10,3.1,top10,1.5,top10,1.8,top10,2,top10,2.3,top10
405,2017,ACCY,308,ACCY308,External Reporting and Accountability,15,93,218,False,1.6,top10,1.5,top10,2,top10,2.6,top10,2.8,top10,1.9,top10,2.5,top10,1.9,top10,2.3,top10
406,2017,ACTS,201,ACTS201,Financial Mathematics,15,9,19,True,3,top10,2.3,top10,1.4,top10,1.9,top10,2.9,top10,2.1,top10,2.1,top10,1.9,top10,3,top10
407,2017,ACTS,301,ACTS301,Actuarial Science,15,5,8,True,2,top10,1.2,top10,1,top10,1.8,top10,1.3,top10,1.3,top10,1.1,top10,1.1,top10,2,top10
408,2017,ANTH,101,ANTH101,Foundations of Society and Culture,20,126,303,False,1.2,top10,1.3,top10,1.4,top10,2.2,top10,3,top10,1.3,top10,1.3,top10,1.4,top10,1.3,top10
409,2017,ANTH,102,ANTH102,Social and Cultural Diversity,20,54,317,True,1.3,top10,1.3,top10,1.6,top10,2.1,top10,3,top10,1.6,top10,1.6,top10,1.9,top10,1.7,top10
410,2017,ANTH,208,ANTH208,"Human Rights, Humanitarianism and Development",20,43,109,False,1.2,top10,1.6,top10,1.8,top10,1.6,top10,3,top10,1.7,top10,1.3,top10,1.3,top10,1.6,top10
411,2017,ANTH,210,ANTH210,Environmental Anthropology,20,19,60,False,1.3,top10,1.4,top10,1.7,top10,1.8,top10,2.9,top10,1.3,top10,1.4,top10,1.6,top10,1.5,top10
412,2017,ANTH,317,ANTH317,"Migration, Culture and Identity",20,39,80,False,2,top10,2.1,top10,2,top10,2.2,top10,3,top10,2,top10,2.1,top10,1.9,top10,2.6,top10
413,2017,ARCI,211,ARCI211,Architecture Design I / Te Whakarākei Whare I,15,17,118,True,1.4,top10,1.6,top10,1.9,top10,2,top10,2.2,top10,1.8,top10,1.6,top10,1.8,top10,1.9,top10
414,2017,ARCI,312,ARCI312,Architecture Design Integration Capstone / Te Whakakotahitanga o ngā Tikanga-Tūtohu o te Whakarākei Whare,30,24,126,True,2,top10,2,top10,1.9,top10,2.4,top10,2.9,top10,1.9,top10,2,top10,1.8,top10,2.1,top10
415,2017,ASIA,101,ASIA101,Aotearoa New Zealand and Asia,20,40,121,False,1.5,top10,1.5,top10,2,top10,1.7,top10,2.9,top10,1.8,top10,2.2,top10,2,top10,2.1,top10
416,2017,ASIA,201,ASIA201,Contemporary Asian Society,20,14,38,False,1.3,top10,1.2,top10,1.3,top10,1.5,top10,2.9,top10,1.3,top10,1.5,top10,1.5,top10,1.5,top10
417,2017,BILD,231,BILD231,Environmental Design / Hoahoa Taiao,15,11,58,True,1.2,top10,1.3,top10,1.9,top10,1.8,top10,2.7,top10,1.9,top10,2.7,top10,1.9,top10,2.3,top10
418,2017,BILD,321,BILD321,Sustainable Engineering Systems Design / Ngā Punaha Whakarauora i te Taiao,15,8,34,True,1.9,top10,1.5,top10,1.8,top10,1.5,top10,2.8,top10,1.5,top10,2.5,top10,1.3,top10,2,top10
419,2017,BILD,322,BILD322,Structures / Ngā Āhuatanga Whare,15,8,42,True,1.9,top10,1.5,top10,1.8,top10,1.8,top10,3,top10,1.3,top10,1.5,top10,1.8,top10,2,top10
420,2017,BIOL,132,BIOL132,Biodiversity and Conservation,15,21,58,False,1.1,top10,1.3,top10,1.4,top10,1.2,top10,2.9,top10,1.1,top10,1.3,top10,1.1,top10,1.3,top10
421,2017,BIOL,227,BIOL227,Plants and Algae: Function and Diversity,20,29,127,False,1.5,top10,1.3,top10,1.9,top10,2.1,top10,2.6,top10,1.8,top10,1.8,top10,1.6,top10,2.1,top10
422,2017,BIOL,228,BIOL228,Animal Diversity,20,38,151,False,1.5,top10,1.4,top10,1.6,top10,2.3,top10,2.8,top10,1.5,top10,1.3,top10,1.6,top10,2,top10
423,2017,BIOL,241,BIOL241,Genetics,20,39,211,True,1.7,top10,1.6,top10,1.6,top10,2.4,top10,3,top10,1.9,top10,2.1,top10,1.9,top10,2,top10
424,2017,BIOL,244,BIOL244,Introductory Biochemistry,20,49,140,False,1.9,top10,2,top10,2.4,top10,2.9,top10,2.2,top10,2.3,top10,3.2,top10,2.3,top10,2.8,top10
425,2017,BIOL,252,BIOL252,Cell and Developmental Biology,20,34,132,False,1.4,top10,1.3,top10,1.6,top10,1.8,top10,2.9,top10,1.4,top10,1.7,top10,1.6,top10,1.6,top10
426,2017,BIOL,271,BIOL271,Introductory Marine Ecology,20,22,86,False,1.1,top10,1.1,top10,1.2,top10,1.8,top10,3,top10,1.1,top10,1.1,top10,1.2,top10,1.1,top10
427,2017,BIOL,325,BIOL325,Global Change Biology: The Ecology of Our Planet Under Stress,20,22,86,False,1.5,top10,1.2,top10,1.6,top10,1.2,top10,3,top10,1.4,top10,1.5,top10,1.2,top10,1.5,top10
428,2017,BIOL,327,BIOL327,Population and Community Ecology,20,18,62,False,1.8,top10,2,top10,1.9,top10,2.2,top10,2.9,top10,1.8,top10,2,top10,2,top10,2.1,top10
429,2017,BIOL,328,BIOL328,Behaviour and Conservation Ecology,20,32,95,False,1.1,top10,1.1,top10,1.3,top10,1.4,top10,2.9,top10,1.1,top10,1.1,top10,1.3,top10,1.2,top10
430,2017,BIOL,329,BIOL329,Evolution,20,22,104,False,1.4,top10,1.3,top10,1.4,top10,1.4,top10,3.1,top10,1.3,top10,2,top10,1.8,top10,1.7,top10
431,2017,BIOL,340,BIOL340,Genes and Genomes,20,32,78,False,2.1,top10,1.9,top10,1.9,top10,2.8,top10,2.9,top10,1.9,top10,2.5,top10,2,top10,2.4,top10
432,2017,BIOL,371,BIOL371,Marine Ecology,20,12,42,False,1.4,top10,1.2,top10,1.2,top10,1.3,top10,2.8,top10,1.3,top10,1.3,top10,1.1,top10,1.7,top10
433,2017,BIOL,372,BIOL372,Applied Marine Biology,20,14,56,False,1.5,top10,2,top10,1.4,top10,2,top10,2.8,top10,1.4,top10,1.8,top10,1.4,top10,1.5,top10
434,2017,BMSC,116,BMSC116,Sex and Evolution,15,38,137,False,1.6,top10,1.6,top10,1.9,top10,2.4,top10,2.9,top10,1.6,top10,1.6,top10,1.6,top10,1.8,top10
435,2017,BMSC,117,BMSC117,The Biology of Disease,15,33,149,False,1.4,top10,1.5,top10,1.7,top10,2.7,top10,2.6,top10,1.3,top10,1.2,top10,1.2,top10,1.4,top10
436,2017,BMSC,301,BMSC301,Medical Microbiology,20,32,66,False,1.3,top10,1.2,top10,1.3,top10,1.7,top10,2.9,top10,1.5,top10,1.4,top10,1.6,top10,1.7,top10
437,2017,BMSC,334,BMSC334,Cell and Immunobiology,20,26,87,False,1.2,top10,1.2,top10,1.3,top10,1.4,top10,2.6,top10,1.3,top10,1.4,top10,1.3,top10,1.3,top10
438,2017,BMSC,335,BMSC335,Physiology and Pathology 2,20,27,66,False,1.5,top10,1.4,top10,2,top10,2.4,top10,2.5,top10,1.8,top10,1.9,top10,1.5,top10,2.1,top10
439,2017,BTEC,101,BTEC101,Introduction to Biotechnology,15,16,54,False,1.3,top10,1.1,top10,1.9,top10,2.7,top10,3.2,top10,1.5,top10,1.6,top10,1.5,top10,1.8,top10
440,2017,BTEC,201,BTEC201,Molecular Biotechnology,20,13,42,False,1,top10,1,top10,1.1,top10,1.2,top10,2.9,top10,1.1,top10,1.2,top10,1.1,top10,1.1,top10
441,2017,CGRA,151,CGRA151,Introduction to Computer Graphics and Games,15,25,131,True,1.6,top10,1.5,top10,1.8,top10,1.9,top10,2.9,top10,1.8,top10,1.9,top10,1.8,top10,2.2,top10
442,2017,CHEM,113,CHEM113,Concepts of Chemistry,15,46,156,False,1.7,top10,1.6,top10,1.7,top10,2,top10,2.7,top10,1.8,top10,2.4,top10,1.9,top10,2.3,top10
443,2017,CHIN,102,CHIN102,Chinese Language 1B,20,16,48,False,1.3,top10,1.2,top10,1.2,top10,1.7,top10,2.9,top10,1.2,top10,1.3,top10,1.2,top10,1.2,top10
444,2017,CHIN,112,CHIN112,Introduction to Chinese Civilisation,20,13,36,False,1.4,top10,1.4,top10,1.6,top10,1.7,top10,3,top10,1.2,top10,1.5,top10,1.6,top10,1.6,top10
445,2017,CLAS,312,CLAS312,Special Topic: Urbs and Spaces: Exploring the Ancient Roman City,20,19,46,False,1.2,top10,1.2,top10,1.8,top10,1.9,top10,3,top10,1.8,top10,1.7,top10,1.8,top10,1.7,top10
446,2017,CMPO,185,CMPO185,Digital Music Foundations,15,9,22,True,1.1,top10,1.3,top10,1.1,top10,2,top10,3.1,top10,1.6,top10,1.7,top10,2,top10,1.8,top10
447,2017,CMPO,186,CMPO186,Audio Production and Music Technology Foundations,15,23,47,False,1.5,top10,1.4,top10,1.5,top10,2.2,top10,3,top10,1.5,top10,1.4,top10,1.4,top10,1.7,top10
448,2017,CMPO,201,CMPO201,Projects in Composition (Classical/Jazz),15,7,14,True,1.7,top10,1.4,top10,1.6,top10,1.9,top10,3,top10,1.6,top10,1.4,top10,1.4,top10,1.4,top10
449,2017,CMPO,301,CMPO301,Advanced Projects in Composition (Classical/Jazz),20,4,6,True,1.5,top10,1,top10,1.2,top10,1.2,top10,2.8,top10,1.2,top10,1.5,top10,1.2,top10,1.5,top10
450,2017,CMPO,305,CMPO305,Topic in Composition/Sonic Arts: Digital Composition for Film,20,7,11,True,1.2,top10,1.2,top10,1.1,top10,1.9,top10,3,top10,1.4,top10,1.4,top10,1.4,top10,1.6,top10
451,2017,COML,203,COML203,Legal Environment of Business,15,103,303,False,1.2,top10,1.2,top10,1.5,top10,2,top10,3,top10,1.3,top10,1.4,top10,1.3,top10,1.4,top10
452,2017,COML,203,COML203,Legal Environment of Business,15,53,141,False,1.2,top10,1.2,top10,1.4,top10,1.6,top10,2.9,top10,1.3,top10,1.4,top10,1.3,top10,1.4,top10
453,2017,COML,302,COML302,The Law of Work,15,47,114,False,1.1,top10,1.2,top10,1.3,top10,1.8,top10,3,top10,1.6,top10,1.6,top10,1.2,top10,1.4,top10
454,2017,COML,308,COML308,Marketing Law,15,24,75,False,1.1,top10,1.1,top10,1.3,top10,1.4,top10,2.9,top10,1.3,top10,1.2,top10,1.4,top10,1.2,top10
455,2017,COMP,102,COMP102,Introduction to Computer Program Design,15,20,117,True,1.5,top10,1.5,top10,1.3,top10,1.8,top10,2.7,top10,1.8,top10,2.5,top10,1.9,top10,2.1,top10
456,2017,COMP,112,COMP112,Introduction to Computer Science,15,26,65,False,2.1,top10,1.9,top10,1.4,top10,2.1,top10,2.4,top10,1.7,top10,1.6,top10,1.8,top10,2.3,top10
457,2017,COMP,261,COMP261,Algorithms and Data Structures,15,67,257,False,1.8,top10,1.4,top10,1.2,top10,1.8,top10,2.8,top10,1.5,top10,1.8,top10,1.6,top10,1.8,top10
458,2017,COMP,312,COMP312,Simulation and Stochastic Models,15,5,11,True,2,top10,1.3,top10,1.3,top10,1.7,top10,2,top10,1.8,top10,1.1,top10,1.5,top10,2,top10
459,2017,COMP,361,COMP361,Design and Analysis of Algorithms,15,14,73,True,1.4,top10,1.5,top10,1.5,top10,2.3,top10,2.9,top10,1.5,top10,1.9,top10,1.5,top10,1.8,top10
460,2017,CRIM,217,CRIM217,Criminal Psychology,20,52,173,False,1.1,top10,1.1,top10,1.3,top10,1.4,top10,3,top10,1.3,top10,1.2,top10,1.2,top10,1.1,top10
461,2017,CRIM,311,CRIM311,Policing,20,25,75,False,1.6,top10,1.3,top10,1.7,top10,1.6,top10,3,top10,1.6,top10,2.1,top10,1.9,top10,2,top10
462,2017,CRIM,314,CRIM314,"Special Topic: Delinquency, Ethnicity and Gangs",20,50,79,False,1.3,top10,1.2,top10,1.3,top10,1.8,top10,3,top10,1.3,top10,1.4,top10,1.3,top10,1.4,top10
463,2017,CRIM,322,CRIM322,"Crime, Deviance and Popular Culture",20,29,67,False,1.2,top10,1.2,top10,1.4,top10,1.4,top10,2.9,top10,1.7,top10,1.5,top10,1.6,top10,1.5,top10
464,2017,CRIM,326,CRIM326,Criminological Research Methods,20,109,209,False,1.3,top10,1.4,top10,1.5,top10,2.2,top10,3,top10,1.6,top10,2.2,top10,1.4,top10,1.8,top10
465,2017,CRIM,327,CRIM327,Biosocial criminology,20,17,35,False,1.1,top10,1,top10,1.2,top10,1.2,top10,2.9,top10,1,top10,1.3,top10,1.2,top10,1,top10
466,2017,DSDN,101,DSDN101,Design Visualisation / Pohewatanga ā-Hoahoa,15,113,214,False,2,top10,2,top10,1.8,top10,1.9,top10,2.9,top10,1.9,top10,2.1,top10,1.8,top10,2.2,top10
467,2017,DSDN,104,DSDN104,Digital Fabrication / Waihanga Matihiko,15,30,95,False,1.4,top10,1.3,top10,1.4,top10,1.6,top10,3,top10,1.5,top10,1.3,top10,1.3,top10,1.4,top10
468,2017,DSDN,111,DSDN111,Design Composition / Hanganga ā-Hoahoa,15,144,188,False,1.9,top10,1.8,top10,1.9,top10,1.9,top10,2.7,top10,1.9,top10,2.4,top10,2,top10,2.2,top10
469,2017,DSDN,132,DSDN132,Design Narratives and Visual Storytelling / Paki ā-Hoahoa me te Pakiwaitara ā-Ataata,15,48,138,False,1.7,top10,1.6,top10,1.6,top10,1.6,top10,2.8,top10,1.5,top10,1.8,top10,1.6,top10,1.8,top10
470,2017,DSDN,141,DSDN141,Design Mediums and Processes / Ngā Huarahi me Ngā Tukanga ā-Hoahoa,15,27,101,False,1.8,top10,1.8,top10,2,top10,2,top10,2.8,top10,2.1,top10,2.9,top10,2,top10,2.7,top10
471,2017,DSDN,142,DSDN142,Creative Coding and AI I / Waehere ā-Auaha me te Atamai Hangahanga I,15,32,105,False,1.4,top10,1.7,top10,1.4,top10,1.4,top10,2.8,top10,1.6,top10,1.9,top10,1.5,top10,1.4,top10
472,2017,ECON,130,ECON130,Microeconomic Principles,15,172,679,False,1.8,top10,1.8,top10,1.9,top10,2.2,top10,2.8,top10,2,top10,2.9,top10,2.1,top10,2.5,top10
473,2017,ECON,130,ECON130,Microeconomic Principles,15,83,513,True,1.8,top10,1.7,top10,1.9,top10,2.2,top10,2.8,top10,2.1,top10,3.1,top10,2.1,top10,2.6,top10
